
4364,4364,36.05551275463989,36.05551275463989,36.05551275463989,36.05551275463989,0,0,0,0,0,0,0,0,1.0,1.0,0.0,12.0,0,0,0,1,1292,1292,1292,1292,972,3,1,3,0,0,,0,2,,0,0.7793020753923363
4367,4367,74.72616676907762,93.72299611087985,68.96375859826666,65.11528238439882,0,0,0,0,1,0,0,1,0.0,1.0,0.0,1.0,0,0,0,0,508,1292,572,468,1271,3,22,1,0,0,,3,0,,3,1.1380926495668378
4368,4368,48.16637831516918,80.49844718999243,65.11528238439882,31.240998703626616,0,0,0,0,0,1,0,0,1.0,1.0,0.0,12.0,0,0,0,3,532,484,761,585,1008,3,28,0,0,0,,4,2,,4,0.7362474200524213
4368,4368,44.0,87.36131867136622,83.23460818673925,92.17917335276988,0,0,0,0,1,0,0,1,0.0,1.0,0.0,1.0,0,0,0,0,556,472,686,691,1020,3,31,1,0,0,,4,1,,4,0.7264920638508886
4371,4371,100.31948963187563,76.83749084919418,66.57326790837296,80.80222769206304,83,83,83,83,1,0,1,0,0.0,1.0,0.0,1.0,0,0,0,0,233,826,566,598,1271,3,42,3,0,0,,7,3,,7,0.5111704113175914
4372,4372,32.0,101.9803902718557,56.0,35.0,0,0,0,0,1,0,0,1,0.0,1.0,0.0,1.0,0,0,0,0,554,233,566,1028,177,3,100,3,0,0,,8,3,,8,0.7447798063371918
4372,4372,23.323807579381203,101.9803902718557,80.0,28.861739379323623,0,0,0,0,1,1,0,1,12.0,12.0,13.0,13.0,12,0,0,0,425,245,475,1016,165,3,103,3,0,0,,8,3,,8,1.0938157277257905
4372,4372,35.77708763999664,101.9803902718557,92.77930803794561,28.861739379323623,0,0,0,0,0,1,0,1,1.0,1.0,0.0,12.0,0,0,0,3,369,78,463,1004,153,3,106,3,0,0,,8,3,,8,0.6664465761789109
4375,4375,36.05551275463989,36.05551275463989,36.05551275463989,36.05551275463989,0,0,0,0,0,0,0,0,1.0,1.0,0.0,12.0,0,0,0,1,1292,1292,1292,1292,972,2,133,3,0,0,,11,2,,11,0.6787564333462475
4375,4375,61.61168720299745,61.61168720299745,61.61168720299745,73.54590403278758,0,0,0,0,0,0,0,1,0.0,1.0,0.0,1.0,0,0,0,0,1292,1292,495,1292,1223,2,133,2,0,0,,11,3,,11,0.6859855668078308
