
27171,27171,72.0,85.0,69.0,72.0,110.6752004741803,0,264,139,394,480,754,480,0,1,3,154,,3,2,,3,0.7126666666666666
27172,27172,24.0,83.0,93.0,72.0,109.83624174196785,0,456,13,125,373,691,456,0,1,3,153,,4,0,,4,0.7986666666666669
27172,27172,24.0,75.0,125.0,72.0,97.65244492586962,0,631,128,66,189,656,189,0,0,3,153,,4,2,,4,0.7386666666666667
27172,27172,24.0,69.0,125.0,72.0,95.96353474106714,0,649,165,69,186,638,165,0,0,3,153,,4,0,,4,0.7826666666666667
27172,27172,24.0,59.0,125.0,72.0,93.29523031752481,0,691,271,74,181,586,691,0,0,3,153,,4,2,,4,0.7866666666666666
27173,27173,32.0,51.0,117.0,72.0,89.88882021697692,0,778,295,78,177,590,177,0,1,3,153,,5,1,,5,0.8356666666666667
27174,27174,48.0,35.0,101.0,56.0,83.23460818673925,0,810,350,126,169,598,810,0,1,3,153,,6,0,,6,0.7566666666666667
27175,27175,56.0,27.0,93.0,48.0,80.99382692526635,0,896,354,245,165,570,165,0,0,3,153,,7,3,,7,0.75
27176,27176,70.0,13.0,79.0,48.0,77.41446893184762,0,924,361,238,158,542,361,0,0,3,153,,8,3,,8,0.7836666666666667
27179,27179,80.0,13.0,80.0,48.0,75.15317691222374,0,932,366,233,153,441,153,0,0,3,153,,11,0,,11,0.7246666666666668
27180,27180,96.0,13.0,64.0,48.0,82.46211251235322,0,1047,332,225,145,361,225,0,0,3,152,,12,3,,12,0.7236666666666667
27180,27180,120.0,13.0,40.0,72.0,87.8179936004006,0,1143,260,213,0,373,213,0,1,3,149,,12,2,,12,0.7266666666666667
27183,27183,105.0,102.0,97.0,47.0,82.85529554590944,0,1004,991,996,99,362,996,0,1,3,97,,15,1,,15,0.7673333333333334
27184,27184,113.0,116.0,121.0,31.0,88.68483523128404,0,992,1003,984,173,332,984,0,0,3,97,,16,1,,16,0.7446666666666668
27185,27185,129.0,132.0,121.0,31.0,99.28242543370907,0,980,1015,972,161,260,972,0,0,3,97,,17,1,,17,0.744
27186,27186,113.0,153.0,121.0,31.0,100.24470060806208,0,1144,1280,1211,20,139,1211,0,0,3,97,,18,3,,18,0.7346666666666668
27186,27186,131.0,155.0,137.0,31.0,102.0,0,1210,1271,1202,128,85,1271,0,0,3,97,,18,3,,18,0.7293333333333334
27186,27186,137.0,161.0,137.0,31.0,104.00480758118829,0,1207,1268,1199,165,1,165,0,1,3,97,,18,1,,18,0.7043333333333334
27189,27189,63.0,108.0,79.0,73.0,93.55746896961247,0,912,1216,948,49,294,948,0,2,3,95,,21,2,,21,0.71
27190,27190,23.0,68.0,79.0,78.0,99.16148445843275,0,691,1078,1168,213,541,213,0,2,3,90,,22,0,,22,1.0
27190,27190,15.0,60.0,79.0,86.0,100.72239075796404,0,655,1054,1211,209,557,1211,0,2,3,89,,22,2,,22,1.0
27190,27190,5.0,50.0,79.0,89.0,102.85912696499032,0,625,948,1206,204,577,948,0,2,3,88,,22,0,,22,1.0
27193,27193,86.0,155.0,102.0,94.0,102.0,0,599,16,512,908,1160,599,0,0,2,64,,25,2,,25,0.72
27193,27193,86.0,155.0,94.0,94.0,98.0,0,634,12,516,924,1136,516,0,0,2,64,,25,2,,25,0.7070000000000001
27193,27193,86.0,153.0,92.0,94.0,97.0,0,640,11,543,936,1130,936,0,0,2,64,,25,0,,25,0.7393333333333333
27194,27194,76.0,129.0,70.0,81.0,85.0,0,735,79,616,948,1034,948,0,0,2,64,,26,2,,26,0.7486666666666666
27195,27195,62.0,115.0,70.0,81.0,84.2140130857092,0,728,121,658,1066,1022,728,0,3,2,64,,27,0,,27,0.7626666666666667
27196,27196,62.0,111.0,54.0,81.0,85.90692637965812,0,716,153,732,1162,1010,153,0,3,2,64,,28,1,,28,0.7203333333333334
27197,27197,66.0,119.0,50.0,83.0,88.29496021857646,0,712,157,728,1186,1039,728,0,2,2,64,,29,3,,29,0.7186666666666667
27198,27198,68.0,121.0,52.0,81.0,89.26925562588724,0,711,158,727,1211,1045,1211,0,2,2,64,,30,0,,30,0.7403333333333334
27201,27201,106.0,159.0,90.0,43.0,107.8702924812944,0,598,177,708,1230,1183,598,0,2,2,64,,33,0,,33,0.751
27201,27201,130.0,179.0,114.0,39.0,108.46197490364999,0,480,21,633,1242,1281,480,0,1,2,64,,33,1,,33,0.7240000000000001
27201,27201,138.0,179.0,122.0,39.0,108.16653826391968,0,484,25,598,1246,1285,598,0,1,2,64,,33,3,,33,0.7693333333333333
27201,27201,116.0,156.0,97.0,39.0,101.0,0,497,38,614,1259,1154,1259,0,0,2,64,,33,0,,33,0.7066666666666668
27202,27202,78.0,118.0,59.0,59.0,84.02380615040002,0,516,57,695,1115,1026,516,0,3,2,64,,34,3,,34,0.8163333333333334
27205,27205,66.0,116.0,47.0,25.0,86.12200647918046,0,533,208,765,984,1009,984,0,3,2,64,,37,2,,37,1.0
27206,27206,66.0,118.0,47.0,11.0,87.93179174792243,0,540,201,758,991,1002,201,0,3,2,63,,38,2,,38,1.0
27206,27206,66.0,118.0,47.0,11.0,87.93179174792243,0,540,201,758,991,1002,540,0,3,2,63,,38,2,,38,1.0
27206,27206,-1.0,111.0,-1.0,-1.0,136.20939761998804,0,1292,480,1292,1292,1208,480,0,3,1,62,,38,0,,38,0.7333333333333334
27207,27207,117.0,121.0,-1.0,-1.0,143.83671297690307,0,488,361,1292,1292,1196,361,0,3,1,62,,39,3,,39,0.7546666666666667
27208,27208,101.0,121.0,-1.0,-1.0,145.0,0,480,353,1292,1292,1173,480,0,0,1,62,,40,3,,40,0.7646666666666666
27209,27209,61.0,97.0,81.0,-1.0,131.24404748406687,0,460,165,480,1292,1029,165,0,0,1,62,,41,1,,41,0.7000000000000001
27210,27210,61.0,97.0,81.0,-1.0,131.24404748406687,0,460,165,480,1292,1029,480,0,0,1,62,,42,1,,42,0.744
27211,27211,53.0,97.0,73.0,93.0,128.3160161476345,0,456,169,476,496,931,456,0,1,1,62,,43,0,,43,0.7186666666666668
27212,27212,59.0,103.0,63.0,83.0,122.38055401083949,0,424,177,468,488,939,177,0,1,1,62,,44,0,,44,0.7413333333333334
27216,27216,123.0,167.0,63.0,83.0,101.51354589413178,0,121,41,655,456,971,456,0,1,1,57,,48,2,,48,0.7046666666666667
27216,27216,155.0,145.0,63.0,83.0,93.47192091746055,0,8,57,810,631,987,810,0,1,1,57,,48,1,,48,0.7070000000000001
27217,27217,130.0,121.0,63.0,74.0,86.58521813797087,0,122,205,830,810,1007,810,0,1,1,57,,49,3,,49,0.7230000000000001
27218,27218,122.0,121.0,63.0,74.0,85.70297544426332,0,165,201,834,896,1011,201,0,1,1,57,,50,1,,50,0.7003333333333333
27220,27220,152.0,140.0,87.0,109.0,103.0,0,314,165,728,1167,1166,728,0,2,1,57,,52,1,,52,0.7066666666666668
27220,27220,141.0,166.0,97.0,61.0,109.65856099730654,0,353,8,599,1211,1272,1211,0,3,1,57,,52,0,,52,0.7030000000000001
27222,27222,165.0,145.0,119.0,61.0,117.78370006074695,0,173,153,532,952,1244,153,0,3,1,57,,54,1,,54,0.7096666666666667
27223,27223,165.0,145.0,127.0,53.0,123.06502346320826,0,185,165,443,964,1232,165,0,3,1,57,,55,1,,55,0.7456666666666667
27223,27223,165.0,145.0,134.0,37.0,127.09445306542689,0,193,173,399,972,1224,972,0,3,1,57,,55,3,,55,0.7050000000000001
27225,27225,131.0,129.0,143.0,69.0,103.81233067415451,0,225,237,213,1076,967,213,0,1,1,57,,57,1,,57,0.7616666666666667
27225,27225,117.0,129.0,129.0,45.0,97.24710792614863,0,237,126,225,1024,979,237,0,1,1,57,,57,2,,57,0.7176666666666668
27225,27225,117.0,129.0,129.0,45.0,97.24710792614863,0,237,126,225,1024,979,225,0,1,1,57,,57,2,,57,0.8136666666666666
27225,27225,109.0,129.0,121.0,37.0,95.29428104561154,0,269,102,268,1020,983,1020,0,1,1,57,,57,2,,57,0.7596666666666667
27226,27226,85.0,129.0,97.0,13.0,90.24965373894794,0,399,70,398,1008,995,399,0,1,1,57,,58,0,,58,0.7143333333333334
27228,27228,61.0,113.0,95.0,13.0,86.58521813797087,0,540,58,386,1123,1007,540,0,1,1,57,,60,3,,60,0.8123333333333334
27231,27231,109.0,166.0,169.0,75.0,127.09445306542689,0,598,125,29,1012,1224,598,0,3,1,57,,63,2,,63,0.7223333333333333
27231,27231,101.0,158.0,169.0,75.0,129.24782396620841,0,633,225,33,1008,1220,225,0,3,1,57,,63,2,,63,0.7076666666666667
27231,27231,61.0,129.0,166.0,75.0,125.73384588089239,0,716,394,53,1171,1126,716,0,0,1,57,,63,1,,63,0.7263333333333333
27234,27234,61.0,113.0,140.0,93.0,113.95174417269794,0,780,378,213,1283,951,213,0,1,1,57,,66,1,,66,0.7750000000000001
27234,27234,37.0,135.0,127.0,69.0,101.51354589413178,0,859,201,292,1124,971,201,0,1,1,57,,66,0,,66,0.7296666666666667
27234,27234,37.0,135.0,127.0,69.0,101.51354589413178,0,859,201,292,1124,971,859,0,1,1,57,,66,0,,66,0.8096666666666666
27235,27235,37.0,121.0,89.0,29.0,91.7877987534291,0,879,221,386,1020,991,386,0,1,1,57,,67,0,,67,0.8003333333333335
